sample_id,filename,split,source,sample_type,x,y,valid_pixels,change_pixels,ignore_pixels,valid_ratio,change_ratio,label_values
jrc_tmf_2020_2023_amazon_brazil_02_stable_004352_006144,jrc_tmf_2020_2023_amazon_brazil_02_stable_004352_006144.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6144,4352,60728,21243,4808,0.9266357421875,0.349805690949809,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004352_006400,jrc_tmf_2020_2023_amazon_brazil_02_stable_004352_006400.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6400,4352,53874,24412,11662,0.822052001953125,0.45313138062887476,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004352_006656,jrc_tmf_2020_2023_amazon_brazil_02_stable_004352_006656.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6656,4352,60909,8485,4627,0.9293975830078125,0.13930617806892248,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004352_006912,jrc_tmf_2020_2023_amazon_brazil_02_stable_004352_006912.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6912,4352,61847,7985,3689,0.9437103271484375,0.1291089301017026,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_000000,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_000000.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,0,4608,65219,637,317,0.9951629638671875,0.009767092411720512,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_000256,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_000256.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,256,4608,65523,987,13,0.9998016357421875,0.015063412847397097,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_000512,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_000512.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,512,4608,65521,288,15,0.9997711181640625,0.0043955373086491355,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_002304,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_002304.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,2304,4608,62357,983,3179,0.9514923095703125,0.015764068188014176,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_003072,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_003072.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3072,4608,62690,3889,2846,0.956573486328125,0.06203541234646674,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_003328,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_003328.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3328,4608,65531,1498,5,0.9999237060546875,0.022859410050205246,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_003584,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_003584.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3584,4608,65535,199,1,0.9999847412109375,0.003036545357442588,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_004864,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_004864.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,4864,4608,55421,1438,10115,0.8456573486328125,0.025946843254362063,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_005120,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_005120.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5120,4608,57770,1315,7766,0.881500244140625,0.022762679591483467,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_005376,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_005376.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5376,4608,62064,2028,3472,0.947021484375,0.03267594740912606,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_005632,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_005632.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5632,4608,57481,2422,8055,0.8770904541015625,0.04213566221882013,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_005888,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_005888.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5888,4608,64916,322,620,0.99053955078125,0.004960256331258858,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006144,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006144.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6144,4608,65438,172,98,0.998504638671875,0.0026284421895534705,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006400,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006400.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6400,4608,62839,7725,2697,0.9588470458984375,0.12293321026750903,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006656,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006656.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6656,4608,61421,11238,4115,0.9372100830078125,0.18296673776070074,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006912,jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_006912.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6912,4608,60252,3652,5284,0.91937255859375,0.06061209586403771,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_000000,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_000000.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,0,4864,64737,977,799,0.9878082275390625,0.015091833109350139,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_003072,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_003072.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3072,4864,65530,5747,6,0.999908447265625,0.0877002899435373,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_003328,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_003328.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3328,4864,65535,239,1,0.9999847412109375,0.003646906233310445,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_003584,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_003584.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3584,4864,65419,367,117,0.9982147216796875,0.005609990981213409,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_004864,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_004864.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,4864,4864,55992,5981,9544,0.8543701171875,0.10681883126160881,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_005376,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_005376.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5376,4864,64676,265,860,0.98687744140625,0.004097346774692313,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_005632,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_005632.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5632,4864,55827,731,9709,0.8518524169921875,0.013094022605549286,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_005888,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_005888.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5888,4864,61688,706,3848,0.9412841796875,0.011444689404746466,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_006144,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_006144.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6144,4864,64107,1603,1429,0.9781951904296875,0.025005069649180277,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_006400,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_006400.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6400,4864,64661,1128,875,0.9866485595703125,0.017444827639535424,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_006656,jrc_tmf_2020_2023_amazon_brazil_02_stable_004864_006656.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6656,4864,59091,4668,6445,0.9016571044921875,0.07899680154338225,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_000000,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_000000.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,0,5120,65514,420,22,0.999664306640625,0.006410843483835516,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_001280,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_001280.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1280,5120,65528,203,8,0.9998779296875,0.0030979123428152852,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_002048,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_002048.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,2048,5120,64558,503,978,0.985076904296875,0.007791443353263732,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_002816,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_002816.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,2816,5120,53830,4582,11706,0.821380615234375,0.08511982166078395,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_003072,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_003072.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3072,5120,65468,724,68,0.99896240234375,0.011058837905541638,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_003328,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_003328.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3328,5120,65535,184,1,0.9999847412109375,0.0028076600289921416,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_003584,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_003584.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3584,5120,65521,2448,15,0.9997711181640625,0.03736206712351765,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_004864,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_004864.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,4864,5120,55782,6935,9754,0.851165771484375,0.12432325839876662,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005376,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005376.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5376,5120,53957,4750,11579,0.8233184814453125,0.08803306336527235,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005632,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_005632.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5632,5120,61430,1456,4106,0.937347412109375,0.02370177437734006,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_006144,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_006144.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6144,5120,56668,4113,8868,0.86468505859375,0.07258064516129033,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_006400,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_006400.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6400,5120,61647,7701,3889,0.9406585693359375,0.12492092072606939,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_006656,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_006656.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6656,5120,56190,9908,9346,0.857391357421875,0.17633030788396512,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_006912,jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_006912.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6912,5120,61158,2978,4378,0.933197021484375,0.048693547859642236,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_000000,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_000000.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,0,5376,65532,349,4,0.99993896484375,0.005325642434230605,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_001280,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_001280.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1280,5376,65529,204,7,0.9998931884765625,0.003113125486425857,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_001536,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_001536.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1536,5376,65536,465,0,1.0,0.0070953369140625,0|1
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_001792,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_001792.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1792,5376,63460,1896,2076,0.96832275390625,0.02987708792940435,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_002048,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_002048.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,2048,5376,55422,6001,10114,0.845672607421875,0.10827830103568979,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_002816,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_002816.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,2816,5376,65532,2707,4,0.99993896484375,0.041308063236281514,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_003072,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_003072.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3072,5376,65534,1423,2,0.999969482421875,0.021713919492172003,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_003328,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_003328.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3328,5376,65534,480,2,0.999969482421875,0.007324442274239326,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_003584,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_003584.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3584,5376,65535,456,1,0.9999847412109375,0.006958113984893569,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_003840,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_003840.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3840,5376,64812,490,724,0.98895263671875,0.007560328334259088,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_005376,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_005376.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5376,5376,54887,5350,10649,0.8375091552734375,0.097472989961193,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_005632,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_005632.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5632,5376,58825,8714,6711,0.8975982666015625,0.14813429664258393,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_005888,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_005888.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5888,5376,61933,5361,3603,0.9450225830078125,0.08656128396815914,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006144,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006144.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6144,5376,61575,7415,3961,0.9395599365234375,0.12042224928948436,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006400,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006400.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6400,5376,53320,15264,12216,0.8135986328125,0.286271567891973,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006656,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006656.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6656,5376,52706,10237,12830,0.804229736328125,0.19422836109740826,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006912,jrc_tmf_2020_2023_amazon_brazil_02_stable_005376_006912.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6912,5376,52684,5475,12852,0.80389404296875,0.10392149419178498,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_000000,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_000000.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,0,5632,65530,2051,6,0.999908447265625,0.03129864184343049,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_001024,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_001024.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1024,5632,65530,193,6,0.999908447265625,0.0029452159316343657,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_001280,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_001280.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1280,5632,65523,798,13,0.9998016357421875,0.012178929536193399,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_001536,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_001536.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1536,5632,65536,1178,0,1.0,0.017974853515625,0|1
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_001792,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_001792.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1792,5632,63201,4745,2335,0.9643707275390625,0.07507792598218382,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_002048,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_002048.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,2048,5632,52787,3206,12749,0.8054656982421875,0.06073465057684657,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_002816,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_002816.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,2816,5632,65533,3520,3,0.9999542236328125,0.05371339630415211,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_003072,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_003072.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3072,5632,65536,577,0,1.0,0.0088043212890625,0|1
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_003328,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_003328.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3328,5632,65536,531,0,1.0,0.0081024169921875,0|1
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_003840,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_003840.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3840,5632,65534,551,2,0.999969482421875,0.008407849360637227,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_005120,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_005120.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5120,5632,57938,10301,7598,0.884063720703125,0.1777935034001864,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_005376,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_005376.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5376,5632,55122,6670,10414,0.841094970703125,0.12100431769529407,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_005888,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_005888.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5888,5632,54057,1044,11479,0.8248443603515625,0.019312947444364282,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_006144,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_006144.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6144,5632,61061,4391,4475,0.9317169189453125,0.07191169486251453,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_006400,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_006400.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6400,5632,60054,9257,5482,0.916351318359375,0.15414460319046192,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_006912,jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_006912.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6912,5632,60789,3554,4747,0.9275665283203125,0.05846452483179523,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_001024,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_001024.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1024,5888,65513,535,23,0.9996490478515625,0.008166318135331918,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_001280,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_001280.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1280,5888,65533,1000,3,0.9999542236328125,0.015259487586406849,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_001536,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_001536.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1536,5888,65497,1681,39,0.9994049072265625,0.025665297647220482,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_001792,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_001792.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1792,5888,59055,6219,6481,0.9011077880859375,0.10530861061722123,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_002816,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_002816.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,2816,5888,65533,1688,3,0.9999542236328125,0.02575801504585476,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_003328,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_003328.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3328,5888,65532,245,4,0.99993896484375,0.0037386315082707684,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_003840,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_003840.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,3840,5888,65536,406,0,1.0,0.006195068359375,0|1
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_004096,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_004096.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,4096,5888,57720,1804,7816,0.8807373046875,0.031254331254331254,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_004864,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_004864.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,4864,5888,57061,10510,8475,0.8706817626953125,0.1841888505283819,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_005376,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_005376.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5376,5888,53395,4536,12141,0.8147430419921875,0.08495177451072197,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_006400,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_006400.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6400,5888,61551,3538,3985,0.9391937255859375,0.05748078828938604,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_006912,jrc_tmf_2020_2023_amazon_brazil_02_stable_005888_006912.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,6912,5888,53672,1415,11864,0.8189697265625,0.026363839618423014,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_000000,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_000000.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,0,6144,64362,2610,1174,0.982086181640625,0.040551878437587396,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_000256,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_000256.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,256,6144,65430,299,106,0.998382568359375,0.004569769219012685,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_000512,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_000512.png,val,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,512,6144,65515,301,21,0.9996795654296875,0.004594367702052965,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_001280,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_001280.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1280,6144,65261,175,275,0.9958038330078125,0.0026815402767349566,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_001536,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_001536.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1536,6144,63291,3675,2245,0.9657440185546875,0.058065127743281035,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_001792,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_001792.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,1792,6144,59043,4525,6493,0.9009246826171875,0.07663905966837728,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_002816,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_002816.png,test,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,2816,6144,65535,138,1,0.9999847412109375,0.002105745021744106,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_004096,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_004096.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,4096,6144,63277,2035,2259,0.9655303955078125,0.03216018458523634,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_004608,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_004608.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,4608,6144,56595,2840,8941,0.8635711669921875,0.0501811114056012,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_004864,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_004864.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,4864,6144,61077,11283,4459,0.9319610595703125,0.18473402426445307,0|1|255
jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_005120,jrc_tmf_2020_2023_amazon_brazil_02_stable_006144_005120.png,train,jrc_tmf_2020_2023_amazon_brazil_02_stable,positive,5120,6144,55148,7718,10388,0.84149169921875,0.1399506781750925,0|1|255
