audit_id,sample_id,reviewer1_status,reviewer2_status,status_agreement,reviewer1_notes,reviewer2_notes,final_status,final_visual_quality,final_label_alignment,final_cloud_shadow_issue,final_water_issue,final_boundary_confidence,adjudicator,adjudication_date,final_notes
audit_0268,jrc_tmf_2020_2023_se_asia_papua_01_stable_007168_002304,,,,,,,,,,,,,,
audit_0269,jrc_tmf_2020_2023_amazon_guyana_01_stable_001024_005120,,,,,,,,,,,,,,
audit_0270,jrc_tmf_2020_2023_congo_drc_02_stable_000768_006400,,,,,,,,,,,,,,
audit_0271,jrc_tmf_2020_2023_amazon_bolivia_01_000512_006144,,,,,,,,,,,,,,
audit_0272,jrc_tmf_2020_2023_congo_drc_02_stable_001024_003584,,,,,,,,,,,,,,
audit_0273,jrc_tmf_2020_2023_congo_drc_01_000256_005376,,,,,,,,,,,,,,
audit_0274,jrc_tmf_2020_2023_congo_cameroon_01_000000_006912,,,,,,,,,,,,,,
audit_0275,jrc_tmf_2020_2023_amazon_bolivia_01_004352_000256,,,,,,,,,,,,,,
audit_0276,jrc_tmf_2020_2023_se_asia_papua_01_stable_000256_000256,,,,,,,,,,,,,,
audit_0277,jrc_tmf_2020_2023_amazon_peru_01_007168_002560,,,,,,,,,,,,,,
audit_0278,jrc_tmf_2020_2023_se_asia_sumatra_01_002816_005632,,,,,,,,,,,,,,
audit_0279,jrc_tmf_2020_2023_congo_drc_02_stable_002816_000000,,,,,,,,,,,,,,
audit_0280,jrc_tmf_2020_2023_congo_drc_02_stable_001792_006144,,,,,,,,,,,,,,
audit_0281,jrc_tmf_2020_2023_amazon_peru_01_000000_002304,,,,,,,,,,,,,,
audit_0282,jrc_tmf_2020_2023_congo_gabon_01_006144_006912,,,,,,,,,,,,,,
audit_0283,jrc_tmf_2020_2023_congo_gabon_02_stable_000256_000768,,,,,,,,,,,,,,
audit_0284,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_003328_002304,,,,,,,,,,,,,,
audit_0285,jrc_tmf_2020_2023_amazon_bolivia_01_000256_006912,,,,,,,,,,,,,,
audit_0286,jrc_tmf_2020_2023_amazon_brazil_01_002304_005632,,,,,,,,,,,,,,
audit_0287,jrc_tmf_2020_2023_congo_cameroon_01_002048_000512,,,,,,,,,,,,,,
audit_0288,jrc_tmf_2020_2023_se_asia_papua_01_stable_000000_006400,,,,,,,,,,,,,,
audit_0289,jrc_tmf_2020_2023_se_asia_borneo_02_stable_001536_002560,,,,,,,,,,,,,,
audit_0290,jrc_tmf_2020_2023_congo_drc_02_stable_006144_001024,,,,,,,,,,,,,,
audit_0291,jrc_tmf_2020_2023_congo_gabon_02_stable_004352_004096,,,,,,,,,,,,,,
audit_0292,jrc_tmf_2020_2023_congo_cameroon_01_001536_002048,,,,,,,,,,,,,,
audit_0293,jrc_tmf_2020_2023_congo_drc_02_stable_002560_004864,,,,,,,,,,,,,,
audit_0294,jrc_tmf_2020_2023_congo_gabon_01_004864_000768,,,,,,,,,,,,,,
audit_0295,jrc_tmf_2020_2023_se_asia_borneo_02_stable_003072_003840,,,,,,,,,,,,,,
audit_0296,jrc_tmf_2020_2023_se_asia_borneo_02_stable_003584_005376,,,,,,,,,,,,,,
audit_0297,jrc_tmf_2020_2023_amazon_brazil_02_stable_001792_001280,,,,,,,,,,,,,,
audit_0298,jrc_tmf_2020_2023_congo_gabon_02_stable_003328_000256,,,,,,,,,,,,,,
audit_0299,jrc_tmf_2020_2023_amazon_colombia_01_003072_003072,,,,,,,,,,,,,,
audit_0300,jrc_tmf_2020_2023_amazon_colombia_01_003328_003328,,,,,,,,,,,,,,
