audit_id,sample_id,split,sample_type,source,roi,x,y,valid_ratio,change_ratio,change_pixels,valid_pixels,valid_band,change_band,A_path,B_path,label_path,contact_sheet_path,audit_status,visual_quality,label_alignment,cloud_shadow_issue,water_issue,boundary_confidence,reviewer,review_date,notes
audit_0041,jrc_tmf_2020_2023_amazon_peru_02_stable_004352_006656,train,positive,jrc_tmf_2020_2023_amazon_peru_02_stable,amazon_peru_02_stable,6656,4352,0.9176330566,0.0081312980,489,60138,valid_0.85_0.95,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_amazon_peru_02_stable_004352_006656.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_amazon_peru_02_stable_004352_006656.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_amazon_peru_02_stable_004352_006656.png,quality_report/human_audit_contact_sheets/audit_0041_jrc_tmf_2020_2023_amazon_peru_02_stable_004352_006656.png,,,,,,,reviewer1,,
audit_0042,jrc_tmf_2020_2023_amazon_peru_02_stable_004608_005632,train,positive,jrc_tmf_2020_2023_amazon_peru_02_stable,amazon_peru_02_stable,5632,4608,0.8459472656,0.0036796537,204,55440,valid_0.80_0.85,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_amazon_peru_02_stable_004608_005632.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_amazon_peru_02_stable_004608_005632.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_amazon_peru_02_stable_004608_005632.png,quality_report/human_audit_contact_sheets/audit_0042_jrc_tmf_2020_2023_amazon_peru_02_stable_004608_005632.png,,,,,,,reviewer1,,
audit_0043,jrc_tmf_2020_2023_amazon_peru_02_stable_004608_006656,train,positive,jrc_tmf_2020_2023_amazon_peru_02_stable,amazon_peru_02_stable,6656,4608,0.8806610107,0.0098068093,566,57715,valid_0.85_0.95,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_amazon_peru_02_stable_004608_006656.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_amazon_peru_02_stable_004608_006656.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_amazon_peru_02_stable_004608_006656.png,quality_report/human_audit_contact_sheets/audit_0043_jrc_tmf_2020_2023_amazon_peru_02_stable_004608_006656.png,,,,,,,reviewer1,,
audit_0044,jrc_tmf_2020_2023_congo_cameroon_01_006144_002816,train,negative,jrc_tmf_2020_2023_congo_cameroon_01,congo_cameroon_01,2816,6144,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_cameroon_01_006144_002816.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_cameroon_01_006144_002816.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_cameroon_01_006144_002816.png,quality_report/human_audit_contact_sheets/audit_0044_jrc_tmf_2020_2023_congo_cameroon_01_006144_002816.png,,,,,,,reviewer1,,
audit_0045,jrc_tmf_2020_2023_congo_cameroon_01_004864_003328,train,negative,jrc_tmf_2020_2023_congo_cameroon_01,congo_cameroon_01,3328,4864,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_cameroon_01_004864_003328.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_cameroon_01_004864_003328.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_cameroon_01_004864_003328.png,quality_report/human_audit_contact_sheets/audit_0045_jrc_tmf_2020_2023_congo_cameroon_01_004864_003328.png,,,,,,,reviewer1,,
audit_0046,jrc_tmf_2020_2023_congo_cameroon_01_006912_001280,train,negative,jrc_tmf_2020_2023_congo_cameroon_01,congo_cameroon_01,1280,6912,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_cameroon_01_006912_001280.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_cameroon_01_006912_001280.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_cameroon_01_006912_001280.png,quality_report/human_audit_contact_sheets/audit_0046_jrc_tmf_2020_2023_congo_cameroon_01_006912_001280.png,,,,,,,reviewer1,,
audit_0047,jrc_tmf_2020_2023_congo_cameroon_01_002048_001536,test,positive,jrc_tmf_2020_2023_congo_cameroon_01,congo_cameroon_01,1536,2048,0.9684753418,0.0066172995,420,63470,valid_0.95_0.99,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_cameroon_01_002048_001536.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_cameroon_01_002048_001536.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_cameroon_01_002048_001536.png,quality_report/human_audit_contact_sheets/audit_0047_jrc_tmf_2020_2023_congo_cameroon_01_002048_001536.png,,,,,,,reviewer1,,
audit_0048,jrc_tmf_2020_2023_congo_cameroon_01_000256_005376,train,positive,jrc_tmf_2020_2023_congo_cameroon_01,congo_cameroon_01,5376,256,0.9993286133,0.0106730593,699,65492,valid_0.99_1.00,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_cameroon_01_000256_005376.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_cameroon_01_000256_005376.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_cameroon_01_000256_005376.png,quality_report/human_audit_contact_sheets/audit_0048_jrc_tmf_2020_2023_congo_cameroon_01_000256_005376.png,,,,,,,reviewer1,,
audit_0049,jrc_tmf_2020_2023_congo_cameroon_01_000512_004608,train,positive,jrc_tmf_2020_2023_congo_cameroon_01,congo_cameroon_01,4608,512,0.9995727539,0.0083501252,547,65508,valid_0.99_1.00,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_cameroon_01_000512_004608.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_cameroon_01_000512_004608.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_cameroon_01_000512_004608.png,quality_report/human_audit_contact_sheets/audit_0049_jrc_tmf_2020_2023_congo_cameroon_01_000512_004608.png,,,,,,,reviewer1,,
audit_0050,jrc_tmf_2020_2023_congo_drc_01_002304_005632,test,negative,jrc_tmf_2020_2023_congo_drc_01,congo_drc_01,5632,2304,0.9999694824,0.0000000000,0,65534,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_01_002304_005632.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_01_002304_005632.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_01_002304_005632.png,quality_report/human_audit_contact_sheets/audit_0050_jrc_tmf_2020_2023_congo_drc_01_002304_005632.png,,,,,,,reviewer1,,
audit_0051,jrc_tmf_2020_2023_congo_drc_01_000000_002816,train,negative,jrc_tmf_2020_2023_congo_drc_01,congo_drc_01,2816,0,0.9999847412,0.0000000000,0,65535,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_01_000000_002816.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_01_000000_002816.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_01_000000_002816.png,quality_report/human_audit_contact_sheets/audit_0051_jrc_tmf_2020_2023_congo_drc_01_000000_002816.png,,,,,,,reviewer1,,
audit_0052,jrc_tmf_2020_2023_congo_drc_01_004864_005632,val,negative,jrc_tmf_2020_2023_congo_drc_01,congo_drc_01,5632,4864,0.9998779297,0.0000000000,0,65528,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_01_004864_005632.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_01_004864_005632.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_01_004864_005632.png,quality_report/human_audit_contact_sheets/audit_0052_jrc_tmf_2020_2023_congo_drc_01_004864_005632.png,,,,,,,reviewer1,,
audit_0053,jrc_tmf_2020_2023_congo_drc_01_006144_004864,train,positive,jrc_tmf_2020_2023_congo_drc_01,congo_drc_01,4864,6144,0.8233032227,0.0042441990,229,53956,valid_0.80_0.85,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_01_006144_004864.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_01_006144_004864.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_01_006144_004864.png,quality_report/human_audit_contact_sheets/audit_0053_jrc_tmf_2020_2023_congo_drc_01_006144_004864.png,,,,,,,reviewer1,,
audit_0054,jrc_tmf_2020_2023_congo_drc_01_001280_001536,train,positive,jrc_tmf_2020_2023_congo_drc_01,congo_drc_01,1536,1280,0.9788513184,0.0067653936,434,64150,valid_0.95_0.99,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_01_001280_001536.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_01_001280_001536.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_01_001280_001536.png,quality_report/human_audit_contact_sheets/audit_0054_jrc_tmf_2020_2023_congo_drc_01_001280_001536.png,,,,,,,reviewer1,,
audit_0055,jrc_tmf_2020_2023_congo_drc_01_005120_000000,train,positive,jrc_tmf_2020_2023_congo_drc_01,congo_drc_01,0,5120,0.9219512939,0.0182552424,1103,60421,valid_0.85_0.95,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_01_005120_000000.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_01_005120_000000.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_01_005120_000000.png,quality_report/human_audit_contact_sheets/audit_0055_jrc_tmf_2020_2023_congo_drc_01_005120_000000.png,,,,,,,reviewer1,,
audit_0056,jrc_tmf_2020_2023_congo_drc_02_stable_006400_002560,train,negative,jrc_tmf_2020_2023_congo_drc_02_stable,congo_drc_02_stable,2560,6400,0.9999847412,0.0000000000,0,65535,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_02_stable_006400_002560.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_02_stable_006400_002560.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_02_stable_006400_002560.png,quality_report/human_audit_contact_sheets/audit_0056_jrc_tmf_2020_2023_congo_drc_02_stable_006400_002560.png,,,,,,,reviewer1,,
audit_0057,jrc_tmf_2020_2023_congo_drc_02_stable_006400_006656,train,negative,jrc_tmf_2020_2023_congo_drc_02_stable,congo_drc_02_stable,6656,6400,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_02_stable_006400_006656.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_02_stable_006400_006656.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_02_stable_006400_006656.png,quality_report/human_audit_contact_sheets/audit_0057_jrc_tmf_2020_2023_congo_drc_02_stable_006400_006656.png,,,,,,,reviewer1,,
audit_0058,jrc_tmf_2020_2023_congo_drc_02_stable_000512_005632,train,negative,jrc_tmf_2020_2023_congo_drc_02_stable,congo_drc_02_stable,5632,512,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_02_stable_000512_005632.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_02_stable_000512_005632.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_02_stable_000512_005632.png,quality_report/human_audit_contact_sheets/audit_0058_jrc_tmf_2020_2023_congo_drc_02_stable_000512_005632.png,,,,,,,reviewer1,,
audit_0059,jrc_tmf_2020_2023_congo_drc_02_stable_000768_001536,test,positive,jrc_tmf_2020_2023_congo_drc_02_stable,congo_drc_02_stable,1536,768,0.9998931885,0.0020296357,133,65529,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_02_stable_000768_001536.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_02_stable_000768_001536.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_02_stable_000768_001536.png,quality_report/human_audit_contact_sheets/audit_0059_jrc_tmf_2020_2023_congo_drc_02_stable_000768_001536.png,,,,,,,reviewer1,,
audit_0060,jrc_tmf_2020_2023_congo_drc_02_stable_003840_004608,train,positive,jrc_tmf_2020_2023_congo_drc_02_stable,congo_drc_02_stable,4608,3840,0.9842376709,0.0032866688,212,64503,valid_0.95_0.99,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_02_stable_003840_004608.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_02_stable_003840_004608.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_02_stable_003840_004608.png,quality_report/human_audit_contact_sheets/audit_0060_jrc_tmf_2020_2023_congo_drc_02_stable_003840_004608.png,,,,,,,reviewer1,,
audit_0061,jrc_tmf_2020_2023_congo_drc_02_stable_000256_005632,train,positive,jrc_tmf_2020_2023_congo_drc_02_stable,congo_drc_02_stable,5632,256,0.9968719482,0.0038878940,254,65331,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_drc_02_stable_000256_005632.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_drc_02_stable_000256_005632.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_drc_02_stable_000256_005632.png,quality_report/human_audit_contact_sheets/audit_0061_jrc_tmf_2020_2023_congo_drc_02_stable_000256_005632.png,,,,,,,reviewer1,,
audit_0062,jrc_tmf_2020_2023_congo_gabon_01_001536_002048,train,negative,jrc_tmf_2020_2023_congo_gabon_01,congo_gabon_01,2048,1536,0.9999542236,0.0000000000,0,65533,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_01_001536_002048.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_01_001536_002048.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_01_001536_002048.png,quality_report/human_audit_contact_sheets/audit_0062_jrc_tmf_2020_2023_congo_gabon_01_001536_002048.png,,,,,,,reviewer1,,
audit_0063,jrc_tmf_2020_2023_congo_gabon_01_001536_001792,train,negative,jrc_tmf_2020_2023_congo_gabon_01,congo_gabon_01,1792,1536,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_01_001536_001792.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_01_001536_001792.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_01_001536_001792.png,quality_report/human_audit_contact_sheets/audit_0063_jrc_tmf_2020_2023_congo_gabon_01_001536_001792.png,,,,,,,reviewer1,,
audit_0064,jrc_tmf_2020_2023_congo_gabon_01_001280_004352,train,negative,jrc_tmf_2020_2023_congo_gabon_01,congo_gabon_01,4352,1280,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_01_001280_004352.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_01_001280_004352.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_01_001280_004352.png,quality_report/human_audit_contact_sheets/audit_0064_jrc_tmf_2020_2023_congo_gabon_01_001280_004352.png,,,,,,,reviewer1,,
audit_0065,jrc_tmf_2020_2023_congo_gabon_01_005120_003584,train,positive,jrc_tmf_2020_2023_congo_gabon_01,congo_gabon_01,3584,5120,0.9944152832,0.0044192113,288,65170,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_01_005120_003584.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_01_005120_003584.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_01_005120_003584.png,quality_report/human_audit_contact_sheets/audit_0065_jrc_tmf_2020_2023_congo_gabon_01_005120_003584.png,,,,,,,reviewer1,,
audit_0066,jrc_tmf_2020_2023_congo_gabon_01_006144_002304,train,positive,jrc_tmf_2020_2023_congo_gabon_01,congo_gabon_01,2304,6144,0.9992370605,0.0047338362,310,65486,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_01_006144_002304.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_01_006144_002304.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_01_006144_002304.png,quality_report/human_audit_contact_sheets/audit_0066_jrc_tmf_2020_2023_congo_gabon_01_006144_002304.png,,,,,,,reviewer1,,
audit_0067,jrc_tmf_2020_2023_congo_gabon_01_002304_005376,train,positive,jrc_tmf_2020_2023_congo_gabon_01,congo_gabon_01,5376,2304,0.9930877686,0.0091114423,593,65083,valid_0.99_1.00,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_01_002304_005376.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_01_002304_005376.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_01_002304_005376.png,quality_report/human_audit_contact_sheets/audit_0067_jrc_tmf_2020_2023_congo_gabon_01_002304_005376.png,,,,,,,reviewer1,,
audit_0068,jrc_tmf_2020_2023_congo_gabon_02_stable_005376_001280,val,negative,jrc_tmf_2020_2023_congo_gabon_02_stable,congo_gabon_02_stable,1280,5376,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_02_stable_005376_001280.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_02_stable_005376_001280.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_02_stable_005376_001280.png,quality_report/human_audit_contact_sheets/audit_0068_jrc_tmf_2020_2023_congo_gabon_02_stable_005376_001280.png,,,,,,,reviewer1,,
audit_0069,jrc_tmf_2020_2023_congo_gabon_02_stable_006400_004096,train,negative,jrc_tmf_2020_2023_congo_gabon_02_stable,congo_gabon_02_stable,4096,6400,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_02_stable_006400_004096.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_02_stable_006400_004096.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_02_stable_006400_004096.png,quality_report/human_audit_contact_sheets/audit_0069_jrc_tmf_2020_2023_congo_gabon_02_stable_006400_004096.png,,,,,,,reviewer1,,
audit_0070,jrc_tmf_2020_2023_congo_gabon_02_stable_004864_001024,test,negative,jrc_tmf_2020_2023_congo_gabon_02_stable,congo_gabon_02_stable,1024,4864,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_02_stable_004864_001024.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_02_stable_004864_001024.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_02_stable_004864_001024.png,quality_report/human_audit_contact_sheets/audit_0070_jrc_tmf_2020_2023_congo_gabon_02_stable_004864_001024.png,,,,,,,reviewer1,,
audit_0071,jrc_tmf_2020_2023_congo_gabon_02_stable_002560_003072,train,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,congo_gabon_02_stable,3072,2560,0.9976043701,0.0025849279,169,65379,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_02_stable_002560_003072.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_02_stable_002560_003072.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_02_stable_002560_003072.png,quality_report/human_audit_contact_sheets/audit_0071_jrc_tmf_2020_2023_congo_gabon_02_stable_002560_003072.png,,,,,,,reviewer1,,
audit_0072,jrc_tmf_2020_2023_congo_gabon_02_stable_005376_006656,train,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,congo_gabon_02_stable,6656,5376,0.9742889404,0.0034455216,220,63851,valid_0.95_0.99,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_02_stable_005376_006656.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_02_stable_005376_006656.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_02_stable_005376_006656.png,quality_report/human_audit_contact_sheets/audit_0072_jrc_tmf_2020_2023_congo_gabon_02_stable_005376_006656.png,,,,,,,reviewer1,,
audit_0073,jrc_tmf_2020_2023_congo_gabon_02_stable_007168_001024,val,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,congo_gabon_02_stable,1024,7168,0.9983825684,0.0054103622,354,65430,valid_0.99_1.00,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_02_stable_007168_001024.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_02_stable_007168_001024.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_02_stable_007168_001024.png,quality_report/human_audit_contact_sheets/audit_0073_jrc_tmf_2020_2023_congo_gabon_02_stable_007168_001024.png,,,,,,,reviewer1,,
audit_0074,jrc_tmf_2020_2023_congo_roc_01_stable_000256_004864,test,negative,jrc_tmf_2020_2023_congo_roc_01_stable,congo_roc_01_stable,4864,256,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_roc_01_stable_000256_004864.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_roc_01_stable_000256_004864.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_roc_01_stable_000256_004864.png,quality_report/human_audit_contact_sheets/audit_0074_jrc_tmf_2020_2023_congo_roc_01_stable_000256_004864.png,,,,,,,reviewer1,,
audit_0075,jrc_tmf_2020_2023_congo_roc_01_stable_005888_005888,train,negative,jrc_tmf_2020_2023_congo_roc_01_stable,congo_roc_01_stable,5888,5888,0.9998626709,0.0000000000,0,65527,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_roc_01_stable_005888_005888.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_roc_01_stable_005888_005888.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_roc_01_stable_005888_005888.png,quality_report/human_audit_contact_sheets/audit_0075_jrc_tmf_2020_2023_congo_roc_01_stable_005888_005888.png,,,,,,,reviewer1,,
audit_0076,jrc_tmf_2020_2023_congo_roc_01_stable_002304_004352,train,negative,jrc_tmf_2020_2023_congo_roc_01_stable,congo_roc_01_stable,4352,2304,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_roc_01_stable_002304_004352.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_roc_01_stable_002304_004352.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_roc_01_stable_002304_004352.png,quality_report/human_audit_contact_sheets/audit_0076_jrc_tmf_2020_2023_congo_roc_01_stable_002304_004352.png,,,,,,,reviewer1,,
audit_0077,jrc_tmf_2020_2023_congo_roc_01_stable_006656_002816,test,positive,jrc_tmf_2020_2023_congo_roc_01_stable,congo_roc_01_stable,2816,6656,0.8553009033,0.0045849464,257,56053,valid_0.85_0.95,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_roc_01_stable_006656_002816.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_roc_01_stable_006656_002816.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_roc_01_stable_006656_002816.png,quality_report/human_audit_contact_sheets/audit_0077_jrc_tmf_2020_2023_congo_roc_01_stable_006656_002816.png,,,,,,,reviewer1,,
audit_0078,jrc_tmf_2020_2023_congo_roc_01_stable_004352_005632,train,positive,jrc_tmf_2020_2023_congo_roc_01_stable,congo_roc_01_stable,5632,4352,0.9199676514,0.0247466454,1492,60291,valid_0.85_0.95,change_0.02_0.05,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_roc_01_stable_004352_005632.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_roc_01_stable_004352_005632.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_roc_01_stable_004352_005632.png,quality_report/human_audit_contact_sheets/audit_0078_jrc_tmf_2020_2023_congo_roc_01_stable_004352_005632.png,,,,,,,reviewer1,,
audit_0079,jrc_tmf_2020_2023_congo_roc_01_stable_001792_000512,train,positive,jrc_tmf_2020_2023_congo_roc_01_stable,congo_roc_01_stable,512,1792,0.9949951172,0.0180806036,1179,65208,valid_0.99_1.00,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_roc_01_stable_001792_000512.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_roc_01_stable_001792_000512.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_roc_01_stable_001792_000512.png,quality_report/human_audit_contact_sheets/audit_0079_jrc_tmf_2020_2023_congo_roc_01_stable_001792_000512.png,,,,,,,reviewer1,,
audit_0080,jrc_tmf_2020_2023_se_asia_borneo_01_001792_005376,val,negative,jrc_tmf_2020_2023_se_asia_borneo_01,se_asia_borneo_01,5376,1792,0.9998474121,0.0000000000,0,65526,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_01_001792_005376.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_01_001792_005376.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_01_001792_005376.png,quality_report/human_audit_contact_sheets/audit_0080_jrc_tmf_2020_2023_se_asia_borneo_01_001792_005376.png,,,,,,,reviewer1,,
audit_0081,jrc_tmf_2020_2023_se_asia_borneo_01_000768_005888,train,negative,jrc_tmf_2020_2023_se_asia_borneo_01,se_asia_borneo_01,5888,768,0.9922637939,0.0000000000,0,65029,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_01_000768_005888.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_01_000768_005888.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_01_000768_005888.png,quality_report/human_audit_contact_sheets/audit_0081_jrc_tmf_2020_2023_se_asia_borneo_01_000768_005888.png,,,,,,,reviewer1,,
