sample_id,sample_type,source,tif_path,x,y,valid_ratio,change_ratio,change_pixels,valid_pixels
jrc_tmf_2020_2023_congo_drc_02_stable_003840_002304,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,2304,3840,0.980560302734375,0.02135009803616445,1372,64262
jrc_tmf_2020_2023_amazon_brazil_01_006912_004864,positive,jrc_tmf_2020_2023_amazon_brazil_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_01.tif,4864,6912,0.9864349365234375,0.003248410599099726,210,64647
jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004864_003840,positive,jrc_tmf_2020_2023_se_asia_sumatra_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_sumatra_02_stable.tif,3840,4864,0.8969573974609375,0.018185529830052907,1069,58783
jrc_tmf_2020_2023_congo_cameroon_01_000256_004608,positive,jrc_tmf_2020_2023_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_cameroon_01.tif,4608,256,0.9684600830078125,0.024027477981376735,1525,63469
jrc_tmf_2020_2023_amazon_colombia_02_stable_001024_001280,positive,jrc_tmf_2020_2023_amazon_colombia_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_02_stable.tif,1280,1024,1.0,0.0056915283203125,373,65536
jrc_tmf_2020_2023_amazon_colombia_01_003328_000000,positive,jrc_tmf_2020_2023_amazon_colombia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_01.tif,0,3328,1.0,0.0047454833984375,311,65536
jrc_tmf_2020_2023_se_asia_borneo_02_stable_005120_005120,positive,jrc_tmf_2020_2023_se_asia_borneo_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_02_stable.tif,5120,5120,0.9922637939453125,0.0029525288717341495,192,65029
jrc_tmf_2020_2023_congo_drc_02_stable_000256_000256,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,256,256,0.98687744140625,0.008194693549384626,530,64676
jrc_tmf_2020_2023_amazon_brazil_02_stable_002816_006912,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,6912,2816,0.9947662353515625,0.3974199684015155,25909,65193
jrc_tmf_2020_2023_congo_cameroon_01_006144_002816,negative,jrc_tmf_2020_2023_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_cameroon_01.tif,2816,6144,1.0,0.0,0,65536
jrc_tmf_2020_2023_se_asia_borneo_02_stable_000512_005120,positive,jrc_tmf_2020_2023_se_asia_borneo_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_02_stable.tif,5120,512,0.8261566162109375,0.003195242228912325,173,54143
jrc_tmf_2020_2023_amazon_peru_01_006912_001280,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,1280,6912,0.998046875,0.01995168786692759,1305,65408
jrc_tmf_2020_2023_amazon_brazil_02_stable_004096_003328,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,3328,4096,0.9023590087890625,0.018482506721680166,1093,59137
jrc_tmf_2020_2023_amazon_peru_02_stable_006656_000000,negative,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,0,6656,0.999969482421875,0.0,0,65534
jrc_tmf_2020_2023_amazon_peru_02_stable_004608_001280,negative,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,1280,4608,1.0,0.0,0,65536
jrc_tmf_2020_2023_se_asia_borneo_01_003840_001536,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,1536,3840,0.9889984130859375,0.0058011262824963356,376,64815
jrc_tmf_2020_2023_se_asia_borneo_02_stable_000000_003584,positive,jrc_tmf_2020_2023_se_asia_borneo_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_02_stable.tif,3584,0,0.988006591796875,0.015583011583011582,1009,64750
jrc_tmf_2020_2023_congo_roc_01_stable_002048_004608,negative,jrc_tmf_2020_2023_congo_roc_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_roc_01_stable.tif,4608,2048,1.0,0.0,0,65536
jrc_tmf_2020_2023_se_asia_borneo_01_005632_005376,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,5376,5632,0.94647216796875,0.01017282517572709,631,62028
jrc_tmf_2020_2023_congo_drc_02_stable_004608_002816,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,2816,4608,0.995880126953125,0.003462752428523274,226,65266
jrc_tmf_2020_2023_se_asia_sumatra_02_stable_003840_000512,positive,jrc_tmf_2020_2023_se_asia_sumatra_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_sumatra_02_stable.tif,512,3840,0.8929901123046875,0.039010303641303416,2283,58523
jrc_tmf_2020_2023_se_asia_borneo_01_005120_002048,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,2048,5120,0.9432830810546875,0.010045455280738932,621,61819
jrc_tmf_2020_2023_se_asia_borneo_01_005120_000512,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,512,5120,0.9964599609375,0.029676589489158398,1938,65304
jrc_tmf_2020_2023_congo_drc_02_stable_001792_005632,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,5632,1792,0.996063232421875,0.004840834584392904,316,65278
jrc_tmf_2020_2023_amazon_peru_01_002304_006400,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,6400,2304,0.9795989990234375,0.004439321484758329,285,64199
jrc_tmf_2020_2023_amazon_colombia_01_002304_001536,positive,jrc_tmf_2020_2023_amazon_colombia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_01.tif,1536,2304,0.999969482421875,0.004715109714041567,309,65534
jrc_tmf_2020_2023_amazon_peru_01_001280_003840,negative,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,3840,1280,0.9999542236328125,0.0,0,65533
jrc_tmf_2020_2023_amazon_brazil_02_stable_003328_002560,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,2560,3328,0.9963226318359375,0.0023585266865763076,154,65295
jrc_tmf_2020_2023_congo_drc_02_stable_002560_005632,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,5632,2560,0.966400146484375,0.006963084599109483,441,63334
jrc_tmf_2020_2023_amazon_brazil_02_stable_006656_002304,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,2304,6656,0.8893280029296875,0.02685174064478493,1565,58283
jrc_tmf_2020_2023_amazon_bolivia_01_001792_000768,positive,jrc_tmf_2020_2023_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_bolivia_01.tif,768,1792,0.9331512451171875,0.0020766903769111273,127,61155
jrc_tmf_2020_2023_se_asia_borneo_01_005376_003072,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,3072,5376,0.963623046875,0.01623068153027616,1025,63152
jrc_tmf_2020_2023_congo_gabon_01_007168_001536,positive,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,1536,7168,0.9979248046875,0.008807339449541285,576,65400
jrc_tmf_2020_2023_congo_drc_02_stable_000256_001792,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,1792,256,0.999267578125,0.003008184705594918,197,65488
jrc_tmf_2020_2023_amazon_peru_02_stable_007168_006912,positive,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,6912,7168,0.87841796875,0.020393274041133964,1174,57568
jrc_tmf_2020_2023_congo_cameroon_01_004096_003840,positive,jrc_tmf_2020_2023_congo_cameroon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_cameroon_01.tif,3840,4096,0.9783782958984375,0.012663952962460425,812,64119
jrc_tmf_2020_2023_amazon_peru_01_003072_004608,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,4608,3072,0.8877410888671875,0.012874061087333917,749,58179
jrc_tmf_2020_2023_congo_roc_01_stable_004608_006912,negative,jrc_tmf_2020_2023_congo_roc_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_roc_01_stable.tif,6912,4608,1.0,0.0,0,65536
jrc_tmf_2020_2023_amazon_brazil_02_stable_005120_003328,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,3328,5120,0.9999847412109375,0.0028076600289921416,184,65535
jrc_tmf_2020_2023_se_asia_borneo_02_stable_006144_000768,negative,jrc_tmf_2020_2023_se_asia_borneo_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_02_stable.tif,768,6144,1.0,0.0,0,65536
jrc_tmf_2020_2023_se_asia_papua_01_stable_003584_002048,positive,jrc_tmf_2020_2023_se_asia_papua_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_papua_01_stable.tif,2048,3584,0.870819091796875,0.028263536008410722,1613,57070
jrc_tmf_2020_2023_congo_roc_01_stable_003584_004864,negative,jrc_tmf_2020_2023_congo_roc_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_roc_01_stable.tif,4864,3584,1.0,0.0,0,65536
jrc_tmf_2020_2023_congo_gabon_01_003584_003584,positive,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,3584,3584,0.9860992431640625,0.0020889748549323016,135,64625
jrc_tmf_2020_2023_amazon_colombia_02_stable_006400_003072,positive,jrc_tmf_2020_2023_amazon_colombia_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_02_stable.tif,3072,6400,0.8843536376953125,0.0028124299049295167,163,57957
jrc_tmf_2020_2023_congo_gabon_01_003328_002048,negative,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,2048,3328,0.9988555908203125,0.0,0,65461
jrc_tmf_2020_2023_amazon_colombia_02_stable_005376_003584,negative,jrc_tmf_2020_2023_amazon_colombia_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_02_stable.tif,3584,5376,1.0,0.0,0,65536
jrc_tmf_2020_2023_amazon_brazil_02_stable_004608_003072,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,3072,4608,0.956573486328125,0.06203541234646674,3889,62690
jrc_tmf_2020_2023_amazon_bolivia_01_000000_004864,positive,jrc_tmf_2020_2023_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_bolivia_01.tif,4864,0,0.90618896484375,0.015003030915336432,891,59388
jrc_tmf_2020_2023_amazon_colombia_02_stable_003328_004096,negative,jrc_tmf_2020_2023_amazon_colombia_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_02_stable.tif,4096,3328,0.9969482421875,0.0,0,65336
jrc_tmf_2020_2023_congo_roc_01_stable_001280_002560,positive,jrc_tmf_2020_2023_congo_roc_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_roc_01_stable.tif,2560,1280,0.831207275390625,0.0025516760289312334,139,54474
jrc_tmf_2020_2023_se_asia_borneo_01_003840_006400,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,6400,3840,0.9075469970703125,0.026783462514921735,1593,59477
jrc_tmf_2020_2023_amazon_peru_01_006144_003584,negative,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,3584,6144,0.9999542236328125,0.0,0,65533
jrc_tmf_2020_2023_congo_drc_02_stable_004096_004096,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,4096,4096,0.9886322021484375,0.005016128783318671,325,64791
jrc_tmf_2020_2023_congo_drc_02_stable_005632_005632,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,5632,5632,0.9818115234375,0.0027508392390898917,177,64344
jrc_tmf_2020_2023_amazon_bolivia_01_001280_005376,positive,jrc_tmf_2020_2023_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_bolivia_01.tif,5376,1280,0.8233489990234375,0.041494468022016714,2239,53959
jrc_tmf_2020_2023_congo_gabon_02_stable_001792_001536,positive,jrc_tmf_2020_2023_congo_gabon_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_02_stable.tif,1536,1792,0.9916839599609375,0.004462156298564416,290,64991
jrc_tmf_2020_2023_amazon_peru_01_002816_000000,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,0,2816,0.9935150146484375,0.027767965474343813,1808,65111
jrc_tmf_2020_2023_amazon_peru_01_004096_006656,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,6656,4096,0.992767333984375,0.0025206725892225877,164,65062
jrc_tmf_2020_2023_amazon_peru_02_stable_000000_000768,negative,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,768,0,1.0,0.0,0,65536
jrc_tmf_2020_2023_congo_drc_01_000256_005120,positive,jrc_tmf_2020_2023_congo_drc_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_01.tif,5120,256,0.9957122802734375,0.0044441039000842845,290,65255
jrc_tmf_2020_2023_congo_drc_02_stable_005888_004352,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,4352,5888,0.9933624267578125,0.0046543063854625885,303,65101
jrc_tmf_2020_2023_congo_roc_01_stable_006144_005888,positive,jrc_tmf_2020_2023_congo_roc_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_roc_01_stable.tif,5888,6144,0.93682861328125,0.020750537494299302,1274,61396
jrc_tmf_2020_2023_congo_drc_02_stable_001536_006656,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,6656,1536,0.9160308837890625,0.023936834740892508,1437,60033
jrc_tmf_2020_2023_amazon_colombia_02_stable_004608_005632,negative,jrc_tmf_2020_2023_amazon_colombia_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_02_stable.tif,5632,4608,1.0,0.0,0,65536
jrc_tmf_2020_2023_amazon_peru_01_007168_005888,negative,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,5888,7168,0.9999237060546875,0.0,0,65531
jrc_tmf_2020_2023_congo_gabon_01_004352_002560,positive,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,2560,4352,0.951080322265625,0.0027274185785336113,170,62330
jrc_tmf_2020_2023_se_asia_borneo_01_003072_005376,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,5376,3072,0.9967193603515625,0.005465317432372437,357,65321
jrc_tmf_2020_2023_se_asia_borneo_01_003840_006656,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,6656,3840,0.9619903564453125,0.013117614402410976,827,63045
jrc_tmf_2020_2023_amazon_brazil_02_stable_005632_006400,positive,jrc_tmf_2020_2023_amazon_brazil_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_brazil_02_stable.tif,6400,5632,0.916351318359375,0.15414460319046192,9257,60054
jrc_tmf_2020_2023_congo_drc_02_stable_003328_002560,positive,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,2560,3328,0.9668731689453125,0.029827191667324233,1890,63365
jrc_tmf_2020_2023_amazon_bolivia_01_002048_005120,negative,jrc_tmf_2020_2023_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_bolivia_01.tif,5120,2048,0.998992919921875,0.0,0,65470
jrc_tmf_2020_2023_congo_drc_02_stable_004864_002560,negative,jrc_tmf_2020_2023_congo_drc_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_02_stable.tif,2560,4864,1.0,0.0,0,65536
jrc_tmf_2020_2023_amazon_colombia_02_stable_006144_002304,positive,jrc_tmf_2020_2023_amazon_colombia_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_02_stable.tif,2304,6144,0.853851318359375,0.0035383680617606062,198,55958
jrc_tmf_2020_2023_amazon_guyana_01_stable_003072_005888,negative,jrc_tmf_2020_2023_amazon_guyana_01_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_guyana_01_stable.tif,5888,3072,0.999755859375,0.0,0,65520
jrc_tmf_2020_2023_amazon_peru_01_000768_004096,positive,jrc_tmf_2020_2023_amazon_peru_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_01.tif,4096,768,0.944183349609375,0.01231455444584505,762,61878
jrc_tmf_2020_2023_se_asia_sumatra_02_stable_006656_003840,positive,jrc_tmf_2020_2023_se_asia_sumatra_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_sumatra_02_stable.tif,3840,6656,0.91668701171875,0.022704574206005725,1364,60076
jrc_tmf_2020_2023_amazon_peru_02_stable_002048_001024,negative,jrc_tmf_2020_2023_amazon_peru_02_stable,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_peru_02_stable.tif,1024,2048,1.0,0.0,0,65536
jrc_tmf_2020_2023_congo_drc_01_003840_006912,negative,jrc_tmf_2020_2023_congo_drc_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_drc_01.tif,6912,3840,1.0,0.0,0,65536
jrc_tmf_2020_2023_congo_gabon_01_006144_000512,positive,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,512,6144,0.81793212890625,0.022796806208491904,1222,53604
jrc_tmf_2020_2023_se_asia_borneo_01_005632_003584,positive,jrc_tmf_2020_2023_se_asia_borneo_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_se_asia_borneo_01.tif,3584,5632,0.9552764892578125,0.0032904720070281927,206,62605
jrc_tmf_2020_2023_amazon_colombia_01_005120_000512,positive,jrc_tmf_2020_2023_amazon_colombia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_01.tif,512,5120,0.999847412109375,0.011186399291884138,733,65526
jrc_tmf_2020_2023_congo_gabon_01_003584_001024,positive,jrc_tmf_2020_2023_congo_gabon_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_congo_gabon_01.tif,1024,3584,0.9924774169921875,0.017788232400104548,1157,65043
jrc_tmf_2020_2023_amazon_bolivia_01_000768_001536,positive,jrc_tmf_2020_2023_amazon_bolivia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_bolivia_01.tif,1536,768,0.850189208984375,0.005384256434186439,300,55718
jrc_tmf_2020_2023_amazon_colombia_01_001024_003840,positive,jrc_tmf_2020_2023_amazon_colombia_01,/Users/zhoujinghe/Documents/Codex/2026-04-28/eagle-fno-v8-1-stability-release/TMF_exports/jrc_tmf_2020_2023_amazon_colombia_01.tif,3840,1024,0.9669189453125,0.004497538189622522,285,63368
